crr_Nom;psu_Nem;psu_Leng;psu_Mate;psu_Cie;psu_Pond;Longitud;Latitud;cred_apr;distancia;F;M;PARTICULAR_SUBVENCIONADO;PARTICULAR_PAGADO;MUNICIPAL;c1;c2;c3;c4
INGENIERIA CIVIL MECANICA;678;598;704;630;670;-73.0464155;-36.829532;0;0.913203;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;734;568;639;583;667;-73.0464155;-36.829532;0;0.913203;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;659;646;671;657;661;-73.0464155;-36.829532;0;0.913203;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;659;646;671;657;661;-73.0464155;-36.829532;0;0.913203;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;643;582;668;656;644;-73.0464155;-36.829532;0;0.913203;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INFORMATICA;641;582;668;656;643;-73.0464155;-36.829532;0;0.913203;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INFORMATICA;558;642;641;658;623;-73.0464155;-36.829532;0;0.913203;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;517;623;641;674;612;-73.0464155;-36.829532;0;0.913203;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INFORMATICA;476;568;675;688;611;-73.0464155;-36.829532;0;0.913203;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;575;551;658;606;604;-73.0464155;-36.829532;0;0.913203;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;455;585;670;636;598;-73.0464155;-36.829532;0;0.913203;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;702;668;738;642;704;-73.0464155;-36.829532;0;0.913203;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;785;570;656;661;676;-73.0464155;-36.829532;0;0.913203;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL MECANICA;661;651;701;592;667;-73.0464155;-36.829532;0;0.913203;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL MECANICA;641;704;671;641;664;-73.0464155;-36.829532;0;0.913203;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL MECANICA;641;661;692;609;662;-73.0464155;-36.829532;0;0.913203;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;641;700;669;589;655;-73.0464155;-36.829532;0;0.913203;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;620;585;682;613;642;-73.0464155;-36.829532;0;0.913203;1;0;0;1;0;0;0;1;0
INGENIERIA CIVIL ELECTRICA;641;551;675;609;638;-73.0464155;-36.829532;0;0.913203;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL ELECTRICA;620;551;657;613;625;-73.0464155;-36.829532;0;0.913203;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;641;564;645;592;621;-73.0464155;-36.829532;0;0.913203;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL ELECTRICA;538;638;629;608;604;-73.0464155;-36.829532;0;0.913203;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;599;547;614;548;587;-73.0464155;-36.829532;0;0.913203;1;0;0;1;0;0;0;0;1
INGENIERIA CIVIL ELECTRICA;713;601;734;751;721;-73.044733;-36.8109554;36;2.13097;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL;805;771;834;734;807;-73.044733;-36.8109554;33;2.13097;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL BIOMEDICA;784;546;616;589;643;-73.044733;-36.8109554;24;2.13097;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;719;582;668;597;686;-73.044733;-36.8109554;17;2.13097;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;703;760;606;565;684;-73.044733;-36.8109554;17;2.13097;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;668;567;616;539;635;-73.044733;-36.8109554;0;2.13097;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;764;624;681;662;725;-73.044733;-36.8109554;0;2.13097;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;582;650;669;630;631;-73.0600229;-36.8256948;36;2.153877;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;791;639;660;648;716;-73.1617679;-37.0880388;38;30.856586;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;775;537;649;554;679;-73.1617679;-37.0880388;35;30.856586;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;657;680;653;662;662;-73.1617679;-37.0880388;6;30.856586;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL METALURGICA;801;494;556;550;652;-73.1617679;-37.0880388;0;30.856586;1;0;1;0;0;0;0;0;1
INGENIERIA CIVIL INDUSTRIAL;760;590;649;634;693;-71.995124;-36.63874;40;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;723;502;702;633;667;-71.995124;-36.63874;40;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;805;735;713;718;740;-71.995124;-36.63874;37;95.354462;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL BIOMEDICA;723;541;657;591;646;-71.995124;-36.63874;37;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;795;657;696;647;737;-71.995124;-36.63874;36;95.354462;1;0;1;0;0;1;0;0;0
INGENIERIA CIVIL BIOMEDICA;779;653;675;669;723;-71.995124;-36.63874;36;95.354462;1;0;1;0;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;744;657;748;645;718;-71.995124;-36.63874;36;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL MECANICA;723;644;715;766;714;-71.995124;-36.63874;36;95.354462;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL AEROESPACIAL;723;635;695;679;691;-71.995124;-36.63874;36;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL MECANICA;744;622;620;552;644;-71.995124;-36.63874;36;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;715;636;685;651;695;-71.995124;-36.63874;36;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;702;569;657;629;651;-71.995124;-36.63874;36;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;713;594;690;644;687;-71.995124;-36.63874;35;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL;785;689;688;771;725;-71.995124;-36.63874;33;95.354462;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL;704;661;719;650;704;-71.995124;-36.63874;30;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;762;641;634;623;695;-71.995124;-36.63874;30;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;682;664;692;645;678;-71.995124;-36.63874;30;95.354462;1;0;1;0;0;1;0;0;0
INGENIERIA CIVIL;641;611;717;683;677;-71.995124;-36.63874;27;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;682;598;783;651;710;-71.995124;-36.63874;27;95.354462;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL - PLAN COMUN;702;635;661;600;658;-71.995124;-36.63874;27;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;682;605;634;572;634;-71.995124;-36.63874;24;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;583;657;679;595;629;-71.995124;-36.63874;24;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL;785;611;659;602;679;-71.995124;-36.63874;21;95.354462;1;0;1;0;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;682;650;593;606;645;-71.995124;-36.63874;21;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;702;723;724;634;705;-71.995124;-36.63874;19;95.354462;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;558;514;609;563;575;-71.995124;-36.63874;18;95.354462;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;641;542;684;713;656;-71.995124;-36.63874;17;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;744;664;690;724;705;-71.995124;-36.63874;17;95.354462;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL METALURGICA;698;597;633;560;653;-71.995124;-36.63874;15;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;702;589;582;580;637;-71.995124;-36.63874;15;95.354462;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL METALURGICA;579;612;682;723;634;-71.995124;-36.63874;15;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL AEROESPACIAL;764;768;678;689;715;-71.995124;-36.63874;15;95.354462;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL - PLAN COMUN;583;589;663;657;629;-71.995124;-36.63874;12;95.354462;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;599;608;678;600;636;-71.995124;-36.63874;9;95.354462;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;620;466;606;612;589;-71.995124;-36.63874;9;95.354462;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;599;583;659;602;624;-71.995124;-36.63874;9;95.354462;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL;620;703;695;608;664;-71.995124;-36.63874;8;95.354462;0;1;1;0;0;0;1;0;0
INGENIERiA CIVIL DE MINAS;702;704;663;602;681;-71.995124;-36.63874;6;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;657;567;579;611;616;-71.995124;-36.63874;6;95.354462;1;0;1;0;0;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;661;558;589;608;616;-71.995124;-36.63874;3;95.354462;1;0;1;0;0;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;573;613;582;524;577;-71.995124;-36.63874;3;95.354462;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;723;596;649;693;666;-71.995124;-36.63874;0;95.354462;1;0;1;0;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;620;614;597;626;610;-71.995124;-36.63874;0;95.354462;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;641;361;590;531;560;-71.995124;-36.63874;0;95.354462;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;620;482;550;570;559;-71.995124;-36.63874;0;95.354462;0;1;1;0;0;0;0;0;1
INGENIERiA CIVIL DE MINAS;692;704;663;602;681;-71.995124;-36.63874;0;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;643;633;597;591;624;-71.995124;-36.63874;0;95.354462;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;661;513;627;576;616;-71.995124;-36.63874;0;95.354462;1;0;1;0;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;661;499;617;579;616;-71.995124;-36.63874;0;95.354462;1;0;1;0;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;661;600;648;606;616;-71.995124;-36.63874;0;95.354462;1;0;1;0;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;661;646;624;616;616;-71.995124;-36.63874;0;95.354462;1;0;1;0;0;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;661;558;589;608;616;-71.995124;-36.63874;0;95.354462;1;0;1;0;0;0;0;0;1
INGENIERIA CIVIL BIOMEDICA;579;675;601;611;608;-71.995124;-36.63874;0;95.354462;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL BIOMEDICA;649;552;578;558;605;-71.995124;-36.63874;0;95.354462;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;573;613;582;524;577;-71.995124;-36.63874;0;95.354462;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;764;775;680;629;708;-71.995124;-36.63874;0;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;682;759;661;701;687;-71.995124;-36.63874;0;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;661;691;666;631;663;-71.995124;-36.63874;0;95.354462;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;538;596;614;594;589;-71.995124;-36.63874;0;95.354462;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;579;502;604;619;585;-71.995124;-36.63874;0;95.354462;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL INFORMATICA;667;534;642;574;633;-73.0563682;-36.8277583;40;8.770111;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;826;672;702;694;752;-73.0563682;-36.8277583;38;8.770111;1;0;1;0;0;1;0;0;0
INGENIERIA CIVIL ELECTRONICA;672;669;691;675;683;-73.0563682;-36.8277583;38;8.770111;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;729;606;637;619;675;-73.0563682;-36.8277583;38;8.770111;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;785;682;669;672;700;-73.0563682;-36.8277583;37;8.770111;1;0;1;0;0;1;0;0;0
INGENIERIA CIVIL BIOMEDICA;723;567;614;630;637;-73.0563682;-36.8277583;37;8.770111;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;702;498;609;547;634;-73.0828504;-36.7593344;36;8.770111;1;0;1;0;0;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;785;726;702;679;723;-73.0828504;-36.7593344;36;8.770111;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL DE MATERIALES;620;569;629;576;610;-73.0828504;-36.7593344;36;8.770111;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;779;669;648;591;714;-73.0828504;-36.7593344;33;8.770111;1;0;1;0;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;758;618;685;633;711;-73.0828504;-36.7593344;33;8.770111;1;0;1;0;0;0;1;0;0
INGENIERIA CIVIL;760;639;634;701;706;-73.0828504;-36.7593344;33;8.770111;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;502;639;688;723;610;-73.0828504;-36.7593344;33;8.770111;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;708;586;625;590;660;-73.0828504;-36.7593344;32;8.770111;0;1;1;0;0;0;0;1;0
INGENIERiA CIVIL DE MINAS;725;653;706;629;708;-73.0828504;-36.7593344;30;8.770111;0;1;1;0;0;0;1;0;0
INGENIERiA CIVIL DE MINAS;682;594;757;583;691;-73.0828504;-36.7593344;30;8.770111;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;682;525;684;585;645;-73.0828504;-36.7593344;30;8.770111;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;744;527;660;578;679;-73.0828504;-36.7593344;29;8.770111;1;0;1;0;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;661;649;711;605;673;-73.0828504;-36.7593344;27;8.770111;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;688;595;642;585;657;-73.0828504;-36.7593344;27;8.770111;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;744;594;627;542;644;-73.0828504;-36.7593344;27;8.770111;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;723;579;620;561;635;-73.0828504;-36.7593344;27;8.770111;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;589;436;629;593;582;-73.0828504;-36.7593344;27;8.770111;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL;702;743;774;622;729;-73.0828504;-36.7593344;27;8.770111;0;1;1;0;0;1;0;0;0
INGENIERiA CIVIL DE MINAS;756;598;685;697;718;-73.0828504;-36.7593344;24;8.770111;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;674;607;626;536;641;-73.0828504;-36.7593344;24;8.770111;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;723;563;615;579;629;-73.0828504;-36.7593344;24;8.770111;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;702;506;624;579;623;-73.0828504;-36.7593344;24;8.770111;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL MECANICA;667;706;637;583;662;-73.0828504;-36.7593344;21;8.770111;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;682;532;701;569;651;-73.0828504;-36.7593344;21;8.770111;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;579;548;652;573;606;-73.0828504;-36.7593344;19;8.770111;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL;702;644;701;634;683;-73.0828504;-36.7593344;16;8.770111;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL;744;626;708;515;676;-73.0828504;-36.7593344;16;8.770111;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;579;492;644;587;596;-73.0828504;-36.7593344;10;8.770111;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;702;579;640;552;633;-73.0828504;-36.7593344;9;8.770111;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;702;557;648;625;644;-73.0828504;-36.7593344;3;8.770111;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRICA;661;580;615;592;618;-73.0828504;-36.7593344;3;8.770111;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;641;592;585;617;605;-73.0828504;-36.7593344;0;8.770111;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;698;568;578;587;635;-73.0828504;-36.7593344;0;8.770111;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;667;480;589;569;610;-73.0828504;-36.7593344;0;8.770111;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;589;669;594;609;607;-73.0828504;-36.7593344;0;8.770111;1;0;1;0;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;599;444;652;547;592;-73.0828504;-36.7593344;0;8.770111;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL BIOMEDICA;723;552;713;724;693;-73.0563682;-36.8277583;37;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;682;564;680;619;654;-73.0563682;-36.8277583;37;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;785;575;614;630;653;-73.0563682;-36.8277583;37;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRICA;795;786;728;745;778;-73.0563682;-36.8277583;36;1.802762;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;785;633;719;690;738;-73.0563682;-36.8277583;36;1.802762;1;0;1;0;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;785;594;701;669;724;-73.0563682;-36.8277583;36;1.802762;1;0;1;0;0;1;0;0;0
INGENIERIA CIVIL MECANICA;760;597;713;647;718;-73.0563682;-36.8277583;36;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;764;614;670;693;689;-73.0563682;-36.8277583;36;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;785;626;666;540;671;-73.0563682;-36.8277583;36;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;558;614;620;598;600;-73.0563682;-36.8277583;36;1.802762;1;0;1;0;0;0;0;1;0
INGENIERIA CIVIL QUIMICA;785;735;739;800;759;-73.0563682;-36.8277583;36;1.802762;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;805;735;724;685;740;-73.0563682;-36.8277583;36;1.802762;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL AEROESPACIAL;723;548;657;630;653;-73.0563682;-36.8277583;36;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL INFORMATICA;775;759;696;642;743;-73.0563682;-36.8277583;34;1.802762;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;750;657;677;634;708;-73.0563682;-36.8277583;31;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;744;660;688;630;709;-73.0563682;-36.8277583;30;1.802762;1;0;1;0;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;764;652;666;657;687;-73.0563682;-36.8277583;30;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;711;677;637;553;671;-73.0563682;-36.8277583;30;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;641;622;685;614;654;-73.0563682;-36.8277583;30;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;785;650;645;615;676;-73.0563682;-36.8277583;28;1.802762;1;0;1;0;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;571;729;756;630;665;-73.0563682;-36.8277583;27;1.802762;1;0;1;0;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;754;624;563;597;662;-73.0563682;-36.8277583;27;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;785;559;657;590;664;-73.0563682;-36.8277583;27;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;661;691;673;614;664;-73.0563682;-36.8277583;27;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;719;503;617;602;644;-73.0563682;-36.8277583;24;1.802762;1;0;1;0;0;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;682;721;691;642;692;-73.0563682;-36.8277583;23;1.802762;1;0;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;682;552;639;585;629;-73.0563682;-36.8277583;21;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;682;597;648;600;642;-73.0563682;-36.8277583;21;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;715;694;639;609;686;-73.0563682;-36.8277583;20;1.802762;1;0;1;0;0;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;558;506;603;626;592;-73.0563682;-36.8277583;18;1.802762;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL ELECTRICA;682;479;587;604;597;-73.0563682;-36.8277583;17;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;579;668;650;634;633;-73.0563682;-36.8277583;15;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL MECANICA;538;580;661;630;613;-73.0563682;-36.8277583;15;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;558;614;620;598;600;-73.0563682;-36.8277583;15;1.802762;1;0;1;0;0;0;0;1;0
INGENIERIA CIVIL;744;628;673;619;676;-73.0563682;-36.8277583;14;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;641;622;620;527;628;-73.0563682;-36.8277583;12;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;558;629;593;608;592;-73.0563682;-36.8277583;12;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;639;710;639;558;644;-73.0563682;-36.8277583;9;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL QUIMICA;723;655;692;682;693;-73.0563682;-36.8277583;9;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;785;663;657;641;688;-73.0563682;-36.8277583;9;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;620;638;637;688;641;-73.0563682;-36.8277583;9;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;708;567;573;497;625;-73.0563682;-36.8277583;8;1.802762;1;0;1;0;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;682;620;735;685;697;-73.0563682;-36.8277583;8;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;702;652;601;540;625;-73.0563682;-36.8277583;3;1.802762;1;0;1;0;0;0;0;1;0
INGENIERiA CIVIL DE MINAS;723;680;579;554;657;-73.0563682;-36.8277583;0;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;599;620;657;624;632;-73.0563682;-36.8277583;0;1.802762;1;0;1;0;0;0;0;1;0
INGENIERIA CIVIL METALURGICA;682;557;628;628;631;-73.0563682;-36.8277583;0;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;702;541;620;534;616;-73.0563682;-36.8277583;0;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;661;507;565;588;584;-73.0563682;-36.8277583;0;1.802762;1;0;1;0;0;0;0;0;1
INGENIERIA CIVIL INFORMATICA;661;647;648;623;648;-73.0563682;-36.8277583;0;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;637;710;639;558;643;-73.0563682;-36.8277583;0;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;729;612;568;529;643;-73.0563682;-36.8277583;0;1.802762;0;1;1;0;0;0;0;1;0
INGENIERiA CIVIL DE MINAS;637;645;646;589;638;-73.0563682;-36.8277583;0;1.802762;0;1;1;0;0;0;0;1;0
INGENIERiA CIVIL DE MINAS;637;645;646;589;638;-73.0563682;-36.8277583;0;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;647;622;620;527;628;-73.0563682;-36.8277583;0;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;647;574;641;564;628;-73.0563682;-36.8277583;0;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;633;607;585;605;611;-73.0563682;-36.8277583;0;1.802762;1;0;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;682;573;600;552;609;-73.0563682;-36.8277583;0;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;620;697;586;568;608;-73.0563682;-36.8277583;0;1.802762;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;517;518;576;534;546;-73.0563682;-36.8277583;0;1.802762;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;764;655;657;631;680;-73.0563682;-36.8277583;0;1.802762;1;0;1;0;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;682;596;686;613;661;-73.0563682;-36.8277583;0;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;744;636;624;620;655;-73.0563682;-36.8277583;0;1.802762;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;764;547;631;584;645;-73.0563682;-36.8277583;0;1.802762;0;1;1;0;0;0;0;1;0
